Date,Open,High,Low,Close,Adj Close,Volume
2003-04-11,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-04-14,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-04-15,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-04-16,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-04-17,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-04-18,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-04-21,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-04-22,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-04-23,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-04-24,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-04-25,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-04-28,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-04-29,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-04-30,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-05-01,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-05-02,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-05-05,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-05-06,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-05-07,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-05-08,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-05-09,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-05-12,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-05-13,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-05-14,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-05-15,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-05-16,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-05-19,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-05-20,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-05-21,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-05-22,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-05-23,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-05-26,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-05-27,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-05-28,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-05-29,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-05-30,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-06-02,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-06-03,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-06-04,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-06-05,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-06-06,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-06-09,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-06-10,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-06-11,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-06-12,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-06-13,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-06-16,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-06-17,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-06-18,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-06-19,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-06-20,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-06-23,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-06-24,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-06-25,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-06-26,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-06-27,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-06-30,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-07-01,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-07-02,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-07-03,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-07-04,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-07-07,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-07-08,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-07-09,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-07-10,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-07-11,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-07-14,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-07-15,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-07-16,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-07-17,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-07-18,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-07-21,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-07-22,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-07-23,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-07-24,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-07-25,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-07-28,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-07-29,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-07-30,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-07-31,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-08-01,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-08-04,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-08-05,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-08-06,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-08-07,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-08-08,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-08-11,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-08-12,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-08-13,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-08-14,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-08-15,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-08-18,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-08-19,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-08-20,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-08-21,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-08-22,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-08-25,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-08-26,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-08-27,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-08-28,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-08-29,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-09-01,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-09-02,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-09-03,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-09-04,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-09-05,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-09-08,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-09-09,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-09-10,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-09-11,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-09-12,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-09-15,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-09-16,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-09-17,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-09-18,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-09-19,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-09-22,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-09-23,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-09-24,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-09-25,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-09-26,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-09-29,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-09-30,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-10-01,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-10-02,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-10-03,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-10-06,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-10-07,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-10-08,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-10-09,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-10-10,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-10-13,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-10-14,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-10-15,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-10-16,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-10-17,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-10-20,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-10-21,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-10-22,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-10-23,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-10-24,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-10-27,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-10-28,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-10-29,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-10-30,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-10-31,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-11-03,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-11-04,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-11-05,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-11-06,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-11-07,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-11-10,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-11-11,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-11-12,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-11-13,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-11-14,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-11-17,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-11-18,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-11-19,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-11-20,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-11-21,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-11-24,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-11-25,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-11-26,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-11-27,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-11-28,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-12-01,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-12-02,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-12-03,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-12-04,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-12-05,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-12-08,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-12-09,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-12-10,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-12-11,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-12-12,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-12-15,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-12-16,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-12-17,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-12-18,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-12-19,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-12-22,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-12-23,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-12-24,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-12-25,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-12-26,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-12-29,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-12-30,59.394604,59.394604,59.394604,59.394604,59.169521,0
2003-12-31,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-01-01,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-01-02,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-01-05,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-01-06,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-01-07,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-01-08,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-01-09,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-01-12,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-01-13,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-01-14,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-01-15,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-01-16,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-01-19,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-01-20,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-01-21,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-01-22,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-01-23,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-01-26,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-01-27,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-01-28,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-01-29,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-01-30,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-02-02,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-02-03,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-02-04,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-02-05,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-02-06,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-02-09,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-02-10,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-02-11,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-02-12,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-02-13,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-02-16,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-02-17,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-02-18,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-02-19,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-02-20,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-02-23,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-02-24,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-02-25,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-02-26,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-02-27,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-03-01,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-03-02,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-03-03,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-03-04,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-03-05,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-03-08,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-03-09,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-03-10,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-03-11,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-03-12,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-03-15,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-03-16,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-03-17,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-03-18,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-03-19,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-03-22,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-03-23,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-03-24,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-03-25,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-03-26,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-03-29,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-03-30,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-03-31,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-04-01,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-04-02,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-04-05,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-04-06,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-04-07,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-04-08,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-04-09,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-04-12,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-04-13,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-04-14,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-04-15,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-04-16,59.394604,59.394604,59.394604,59.394604,59.169521,0
2004-04-19,232.002396,232.998108,219.058044,220.601410,219.765411,27048
2004-04-20,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-04-21,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-04-22,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-04-23,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-04-26,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-04-27,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-04-28,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-04-29,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-04-30,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-05-03,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-05-04,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-05-05,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-05-06,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-05-07,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-05-10,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-05-11,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-05-12,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-05-13,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-05-14,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-05-17,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-05-18,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-05-19,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-05-20,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-05-21,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-05-24,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-05-25,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-05-26,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-05-27,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-05-28,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-05-31,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-06-01,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-06-02,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-06-03,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-06-04,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-06-07,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-06-08,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-06-09,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-06-10,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-06-11,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-06-14,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-06-15,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-06-16,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-06-17,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-06-18,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-06-21,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-06-22,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-06-23,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-06-24,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-06-25,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-06-28,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-06-29,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-06-30,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-07-01,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-07-02,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-07-05,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-07-06,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-07-07,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-07-08,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-07-09,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-07-12,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-07-13,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-07-14,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-07-15,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-07-16,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-07-19,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-07-20,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-07-21,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-07-22,227.173157,227.173157,227.173157,227.173157,226.312256,0
2004-07-23,227.173157,227.173157,227.173157,227.173157,226.312256,0
